id,menuId,userId,rating,comment
15554,240,27,5,Poor
15555,241,27,4,Bad
15556,242,27,2,Poor
15557,243,27,5,Could be better
15558,244,27,4,Bad
15559,245,27,3,Good
15560,246,27,2,Fantastic
15561,247,27,2,Nice
15562,248,27,2,Could be better
15563,249,27,2,Excellent
15564,250,27,2,Not bad
15565,251,27,4,Good
15566,252,27,3,Average
15567,253,27,4,Not bad
15568,254,27,1,Delicious
15569,255,27,5,Bad
15570,256,27,1,Could be better
15571,257,27,4,Good
15572,258,27,2,Not bad
15573,259,27,4,Fantastic
15574,260,27,2,Delicious
15575,261,27,5,Not bad
15576,262,27,4,Poor
15577,263,27,5,Not bad
15578,264,27,4,Excellent
15579,265,27,1,Fantastic
15580,266,27,3,Poor
15581,267,27,3,Excellent
15582,268,27,1,Could be better
15583,269,27,4,Not bad
15584,270,27,3,Fantastic
15585,271,27,2,Delicious
15586,272,27,4,Nice
15587,273,27,2,Average
15588,274,27,2,Delicious
15589,275,27,3,Bad
15590,276,27,2,Could be better
15591,277,27,2,Good
15592,278,27,5,Good
15593,279,27,5,Excellent
15594,280,27,3,Fantastic
15595,281,27,4,Delicious
15596,282,27,1,Bad
15597,283,27,4,Good
15598,284,27,1,Not bad
15599,285,27,5,Good
15600,286,27,4,Not bad
15601,287,27,2,Fantastic
15602,288,27,3,Excellent
15603,289,27,5,Not bad
15604,290,27,2,Delicious
15605,291,27,2,Good
15606,292,27,3,Could be better
15607,293,27,5,Not bad
15608,294,27,1,Poor
15609,295,27,2,Fantastic
15610,296,27,5,Nice
15611,297,27,3,Not bad
15612,298,27,5,Poor
15613,299,27,4,Nice
15614,300,27,5,Could be better
15615,301,27,4,Not bad
15616,302,27,2,Delicious
15617,303,27,3,Fantastic
15618,304,27,2,Excellent
15619,305,27,3,Could be better
15620,306,27,4,Delicious
15621,307,27,3,Fantastic
15622,308,27,2,Could be better
15623,309,27,2,Excellent
15624,310,27,4,Fantastic
15625,311,27,2,Not bad
15626,312,27,2,Average
15627,313,27,2,Could be better
15628,314,27,4,Could be better
15629,315,27,1,Good
15630,316,27,3,Fantastic
15631,317,27,3,Nice
15632,318,27,5,Delicious
15633,319,27,1,Average
15634,320,27,2,Bad
15635,321,27,1,Good
15636,322,27,4,Bad
15637,323,27,1,Not bad
15638,324,27,5,Delicious
15639,325,27,4,Bad
15640,326,27,5,Could be better
15641,327,27,3,Good
15642,328,27,2,Average
15643,329,27,3,Nice
15644,330,27,3,Delicious
15645,331,27,3,Average
15646,332,27,5,Average
15647,333,27,3,Not bad
15648,334,27,4,Excellent
15649,335,27,3,Fantastic
15650,336,27,2,Fantastic
15651,337,27,5,Not bad
15652,338,27,3,Fantastic
15653,339,27,4,Fantastic
15654,340,27,3,Excellent
15655,341,27,4,Excellent
15656,342,27,3,Not bad
15657,343,27,3,Average
15658,344,27,3,Excellent
15659,345,27,2,Delicious
15660,346,27,2,Excellent
15661,347,27,2,Bad
15662,348,27,3,Could be better
15663,349,27,3,Good
15664,350,27,1,Poor
15665,351,27,5,Fantastic
15666,352,27,5,Excellent
15667,353,27,2,Could be better
15668,354,27,1,Average
15669,355,27,4,Poor
15670,356,27,5,Could be better
15671,357,27,1,Poor
15672,358,27,3,Average
15673,359,27,3,Bad
15674,360,27,2,Bad
15675,361,27,3,Fantastic
15676,362,27,1,Bad
15677,363,27,4,Excellent
15678,364,27,2,Could be better
15679,365,27,4,Not bad
15680,366,27,5,Excellent
15681,367,27,5,Good
15682,368,27,3,Poor
15683,369,27,4,Excellent
15684,370,27,1,Average
15685,371,27,2,Fantastic
15686,372,27,3,Average
15687,373,27,4,Nice
15688,374,27,3,Delicious
15689,375,27,2,Nice
15690,376,27,2,Average
15691,377,27,5,Fantastic
15692,378,27,5,Excellent
15693,379,27,4,Delicious
15694,380,27,1,Good
15695,381,27,2,Fantastic
15696,382,27,3,Could be better
15697,383,27,4,Nice
15698,384,27,2,Excellent
15699,385,27,1,Could be better
15700,386,27,3,Average
15701,387,27,4,Nice
15702,388,27,1,Good
15703,389,27,1,Average
15704,390,27,1,Not bad
15705,391,27,5,Good
15706,392,27,5,Excellent
15707,393,27,2,Average
15708,394,27,4,Could be better
15709,395,27,2,Poor
15710,396,27,4,Poor
15711,397,27,2,Excellent
15712,398,27,3,Fantastic
15713,399,27,5,Could be better
15714,400,27,1,Excellent
15715,401,27,4,Average
15716,402,27,3,Good
15717,403,27,2,Good
15718,404,27,1,Good
15719,405,27,5,Fantastic
15720,406,27,4,Good
15721,407,27,1,Bad
15722,408,27,5,Nice
15723,409,27,1,Good
15724,410,27,5,Fantastic
15725,411,27,4,Fantastic
15726,412,27,1,Could be better
15727,413,27,5,Could be better
15728,414,27,3,Bad
15729,415,27,2,Poor
15730,416,27,3,Bad
15731,417,27,1,Bad
15732,418,27,3,Excellent
15733,419,27,1,Could be better
15734,420,27,2,Good
15735,421,27,4,Good
15736,422,27,5,Nice
15737,423,27,2,Fantastic
15738,424,27,1,Excellent
15739,425,27,5,Poor
15740,426,27,2,Not bad
15741,427,27,3,Poor
15742,428,27,2,Poor
15743,429,27,5,Excellent
15744,430,27,4,Nice
15745,431,27,3,Nice
15746,432,27,2,Could be better
15747,433,27,3,Could be better
15748,434,27,4,Poor
15749,435,27,3,Average
15750,436,27,4,Delicious
15751,437,27,1,Fantastic
15752,438,27,4,Good
15753,439,27,4,Nice
15754,440,27,4,Good
15755,441,27,5,Nice
15756,442,27,4,Poor
15757,443,27,4,Nice
15758,444,27,1,Bad
15759,445,27,5,Good
15760,446,27,3,Could be better
15761,447,27,4,Average
15762,448,27,2,Not bad
15763,449,27,1,Average
15764,450,27,3,Average
15765,451,27,3,Not bad
15766,452,27,2,Could be better
15767,453,27,4,Delicious
15768,454,27,1,Delicious
15769,455,27,5,Good
15770,456,27,4,Not bad
15771,457,27,5,Good
15772,458,27,4,Delicious
15773,459,27,2,Delicious
15774,460,27,3,Not bad
15775,461,27,3,Fantastic
15776,462,27,2,Average
15777,463,27,5,Good
15778,464,27,1,Excellent
15779,465,27,3,Nice
15780,466,27,4,Bad
15781,467,27,4,Average
15782,468,27,5,Could be better
15783,469,27,4,Could be better
15784,470,27,1,Delicious
15785,471,27,5,Fantastic
15786,472,27,4,Poor
15787,473,27,3,Excellent
15788,474,27,5,Fantastic
15789,475,27,2,Good
15790,476,27,5,Excellent
15791,477,27,3,Nice
15792,478,27,3,Fantastic
15793,479,27,2,Poor
15794,480,27,2,Could be better
15795,481,27,3,Excellent
15796,482,27,2,Good
15797,483,27,1,Nice
15798,484,27,4,Nice
15799,485,27,3,Average
15800,486,27,2,Bad
15801,487,27,3,Could be better
15802,488,27,3,Poor
15803,489,27,1,Nice
15804,490,27,2,Not bad
15805,491,27,2,Fantastic
15806,492,27,1,Average
15807,493,27,2,Poor
15808,494,27,4,Average
15809,495,27,4,Nice
15810,496,27,5,Could be better
15811,497,27,1,Poor
15812,498,27,5,Nice
15813,499,27,5,Average
15814,500,27,4,Delicious
15815,501,27,1,Not bad
15816,502,27,4,Delicious
15817,503,27,3,Could be better
15818,504,27,4,Nice
15819,505,27,1,Delicious
15820,506,27,2,Could be better
15821,507,27,4,Bad
15822,508,27,2,Nice
15823,509,27,4,Nice
15824,510,27,3,Fantastic
15825,511,27,5,Delicious
15826,512,27,5,Fantastic
15827,513,27,4,Bad
15828,514,27,2,Fantastic
15829,515,27,2,Nice
15830,516,27,2,Poor
15831,517,27,2,Nice
15832,518,27,1,Average
15833,519,27,3,Could be better
15834,520,27,5,Good
15835,521,27,3,Nice
15836,522,27,5,Fantastic
15837,523,27,3,Bad
15838,524,27,3,Poor
15839,525,27,1,Bad
15840,526,27,3,Average
15841,527,27,3,Fantastic
15842,528,27,3,Could be better
15843,529,27,2,Poor
15844,530,27,5,Excellent
15845,531,27,4,Excellent
15846,532,27,3,Could be better
15847,533,27,5,Average
15848,534,27,3,Good
15849,535,27,1,Fantastic
15850,536,27,5,Excellent
15851,537,27,4,Poor
15852,538,27,4,Nice
15853,539,27,5,Bad
15854,540,27,4,Poor
15855,541,27,5,Poor
15856,542,27,2,Poor
15857,543,27,4,Poor
15858,544,27,2,Fantastic
15859,545,27,1,Not bad
15860,546,27,2,Delicious
15861,547,27,1,Not bad
15862,548,27,2,Fantastic
15863,549,27,1,Good
15864,550,27,5,Good
15865,551,27,5,Excellent
15866,552,27,4,Average
15867,553,27,3,Fantastic
15868,554,27,1,Excellent
15869,555,27,5,Could be better
15870,556,27,1,Poor
15871,557,27,1,Bad
15872,558,27,5,Good
15873,559,27,4,Could be better
15874,560,27,4,Fantastic
15875,561,27,3,Not bad
15876,562,27,5,Poor
15877,563,27,1,Fantastic
15878,564,27,3,Good
15879,565,27,1,Nice
15880,566,27,3,Good
15881,567,27,1,Poor
15882,568,27,1,Nice
15883,569,27,5,Delicious
15884,570,27,3,Bad
15885,571,27,5,Average
15886,572,27,1,Average
15887,573,27,2,Fantastic
15888,574,27,4,Not bad
15889,575,27,5,Poor
15890,576,27,2,Poor
15891,577,27,4,Bad
15892,578,27,4,Bad
15893,579,27,2,Fantastic
15894,580,27,1,Nice
15895,581,27,4,Fantastic
15896,582,27,2,Good
15897,583,27,2,Average
15898,584,27,5,Poor
15899,585,27,5,Fantastic
15900,586,27,1,Bad
15901,587,27,1,Could be better
15902,588,27,3,Average
15903,589,27,1,Fantastic
15904,1,28,4,Not bad
15905,2,28,1,Excellent
15906,3,28,3,Excellent
15907,4,28,2,Excellent
15908,5,28,2,Delicious
15909,6,28,2,Not bad
15910,7,28,5,Not bad
15911,8,28,1,Nice
15912,9,28,3,Delicious
15913,10,28,4,Poor
15914,11,28,3,Fantastic
15915,12,28,1,Average
15916,13,28,1,Delicious
15917,14,28,1,Good
15918,15,28,2,Poor
15919,16,28,3,Poor
15920,17,28,1,Nice
15921,18,28,3,Nice
15922,19,28,2,Good
15923,20,28,1,Average
15924,21,28,1,Bad
15925,22,28,2,Fantastic
15926,23,28,3,Could be better
15927,24,28,3,Average
15928,25,28,1,Could be better
15929,26,28,1,Delicious
15930,27,28,1,Average
15931,28,28,5,Average
15932,29,28,2,Could be better
15933,30,28,4,Poor
15934,31,28,2,Nice
15935,32,28,5,Delicious
15936,33,28,1,Bad
15937,34,28,3,Good
15938,35,28,3,Could be better
15939,36,28,5,Could be better
15940,37,28,2,Bad
15941,38,28,1,Delicious
15942,39,28,2,Excellent
15943,40,28,5,Bad
15944,41,28,1,Bad
15945,42,28,2,Good
15946,43,28,5,Not bad
15947,44,28,3,Nice
15948,45,28,5,Excellent
15949,46,28,5,Fantastic
15950,47,28,3,Bad
15951,48,28,5,Average
15952,49,28,4,Bad
15953,50,28,3,Fantastic
15954,51,28,5,Delicious
15955,52,28,2,Excellent
15956,53,28,3,Excellent
15957,54,28,3,Could be better
15958,55,28,2,Fantastic
15959,56,28,3,Nice
15960,57,28,5,Excellent
15961,58,28,5,Bad
15962,59,28,3,Good
15963,60,28,5,Average
15964,61,28,5,Could be better
15965,62,28,5,Good
15966,63,28,2,Fantastic
15967,64,28,2,Poor
15968,65,28,4,Average
15969,66,28,4,Nice
15970,67,28,2,Excellent
15971,68,28,2,Good
15972,69,28,1,Not bad
15973,70,28,4,Could be better
15974,71,28,1,Good
15975,72,28,1,Delicious
15976,73,28,2,Good
15977,74,28,4,Average
15978,75,28,5,Not bad
15979,76,28,4,Could be better
15980,77,28,1,Average
15981,78,28,3,Delicious
15982,79,28,1,Bad
15983,80,28,2,Excellent
15984,81,28,4,Bad
15985,82,28,5,Nice
15986,83,28,2,Could be better
15987,84,28,3,Fantastic
15988,85,28,4,Not bad
15989,86,28,2,Could be better
15990,87,28,1,Bad
15991,88,28,4,Could be better
15992,89,28,1,Average
15993,90,28,4,Could be better
15994,91,28,2,Fantastic
15995,92,28,3,Not bad
15996,93,28,2,Average
15997,94,28,1,Could be better
15998,95,28,1,Good
15999,96,28,1,Could be better
16000,97,28,3,Nice
16001,98,28,1,Not bad
16002,99,28,4,Poor
16003,100,28,5,Could be better
16004,101,28,3,Excellent
16005,102,28,2,Poor
16006,103,28,1,Poor
16007,104,28,3,Delicious
16008,105,28,5,Average
16009,106,28,4,Average
16010,107,28,1,Fantastic
16011,108,28,4,Could be better
16012,109,28,3,Good
16013,110,28,3,Fantastic
16014,111,28,5,Delicious
16015,112,28,1,Good
16016,113,28,1,Delicious
16017,114,28,5,Average
16018,115,28,1,Poor
16019,116,28,4,Delicious
16020,117,28,2,Bad
16021,118,28,1,Not bad
16022,119,28,3,Delicious
16023,120,28,4,Bad
16024,121,28,3,Delicious
16025,122,28,2,Excellent
16026,123,28,3,Average
16027,124,28,4,Bad
16028,125,28,3,Not bad
16029,126,28,2,Excellent
16030,127,28,5,Good
16031,128,28,2,Nice
16032,129,28,4,Delicious
16033,130,28,1,Good
16034,131,28,2,Fantastic
16035,132,28,2,Nice
16036,133,28,4,Not bad
16037,134,28,1,Poor
16038,135,28,4,Not bad
16039,136,28,4,Fantastic
16040,137,28,4,Not bad
16041,138,28,4,Excellent
16042,139,28,1,Delicious
16043,140,28,4,Good
16044,141,28,3,Excellent
16045,142,28,5,Poor
16046,143,28,2,Delicious
16047,144,28,3,Average
16048,145,28,4,Excellent
16049,146,28,1,Excellent
16050,147,28,5,Average
16051,148,28,3,Nice
16052,149,28,1,Poor
16053,150,28,2,Bad
16054,151,28,2,Fantastic
16055,152,28,5,Delicious
16056,153,28,3,Average
16057,154,28,5,Nice
16058,155,28,5,Could be better
16059,156,28,4,Fantastic
16060,157,28,3,Not bad
16061,158,28,2,Fantastic
16062,159,28,4,Excellent
16063,160,28,3,Fantastic
16064,161,28,2,Good
16065,162,28,3,Good
16066,163,28,4,Excellent
16067,164,28,2,Poor
16068,165,28,1,Fantastic
16069,166,28,1,Fantastic
16070,167,28,4,Excellent
16071,168,28,1,Average
16072,169,28,5,Fantastic
16073,170,28,2,Good
16074,171,28,5,Delicious
16075,172,28,3,Nice
16076,173,28,3,Good
16077,174,28,1,Bad
16078,175,28,3,Good
16079,176,28,5,Excellent
16080,177,28,5,Bad
16081,178,28,4,Nice
16082,179,28,2,Nice
16083,180,28,5,Bad
16084,181,28,1,Could be better
16085,182,28,4,Fantastic
16086,183,28,3,Not bad
16087,184,28,4,Fantastic
16088,185,28,1,Good
16089,186,28,5,Fantastic
16090,187,28,4,Good
16091,188,28,5,Nice
16092,189,28,3,Average
16093,190,28,3,Nice
16094,191,28,3,Fantastic
16095,192,28,1,Poor
16096,193,28,5,Could be better
16097,194,28,2,Fantastic
16098,195,28,1,Could be better
16099,196,28,5,Average
16100,197,28,4,Bad
16101,198,28,5,Bad
16102,199,28,5,Not bad
16103,200,28,5,Good
16104,201,28,4,Delicious
16105,202,28,2,Good
16106,203,28,2,Excellent
16107,204,28,1,Fantastic
16108,205,28,4,Delicious
16109,206,28,4,Delicious
16110,207,28,5,Not bad
16111,208,28,3,Excellent
16112,209,28,3,Delicious
16113,210,28,4,Delicious
16114,211,28,5,Bad
16115,212,28,5,Average
16116,213,28,2,Good
16117,214,28,1,Nice
16118,215,28,2,Good
16119,216,28,4,Excellent
16120,217,28,2,Not bad
16121,218,28,5,Delicious
16122,219,28,5,Excellent
16123,220,28,2,Could be better
16124,221,28,3,Fantastic
16125,222,28,3,Fantastic
16126,223,28,3,Delicious
16127,224,28,5,Fantastic
16128,225,28,4,Fantastic
16129,226,28,2,Average
16130,227,28,3,Fantastic
16131,228,28,1,Bad
16132,229,28,1,Excellent
16133,230,28,2,Not bad
16134,231,28,5,Could be better
16135,232,28,3,Not bad
16136,233,28,2,Delicious
16137,234,28,2,Delicious
16138,235,28,3,Excellent
16139,236,28,2,Could be better
16140,237,28,5,Bad
16141,238,28,5,Good
16142,239,28,2,Delicious
16143,240,28,4,Delicious
16144,241,28,4,Average
16145,242,28,3,Could be better
16146,243,28,4,Average
16147,244,28,1,Bad
16148,245,28,2,Average
16149,246,28,1,Delicious
16150,247,28,1,Poor
16151,248,28,1,Bad
16152,249,28,2,Not bad
16153,250,28,5,Average
16154,251,28,3,Could be better
16155,252,28,4,Excellent
16156,253,28,2,Could be better
16157,254,28,4,Excellent
16158,255,28,5,Could be better
16159,256,28,1,Could be better
16160,257,28,5,Not bad
16161,258,28,1,Fantastic
16162,259,28,5,Delicious
16163,260,28,1,Not bad
16164,261,28,1,Not bad
16165,262,28,1,Average
16166,263,28,4,Poor
16167,264,28,3,Average
16168,265,28,2,Poor
16169,266,28,2,Not bad
16170,267,28,5,Excellent
16171,268,28,1,Could be better
16172,269,28,4,Average
16173,270,28,5,Bad
16174,271,28,4,Good
16175,272,28,2,Bad
16176,273,28,3,Fantastic
16177,274,28,5,Excellent
16178,275,28,4,Fantastic
16179,276,28,5,Bad
16180,277,28,3,Delicious
16181,278,28,2,Average
16182,279,28,1,Average
16183,280,28,3,Average
16184,281,28,3,Average
16185,282,28,4,Average
16186,283,28,3,Nice
16187,284,28,5,Could be better
16188,285,28,1,Bad
16189,286,28,4,Not bad
16190,287,28,1,Average
16191,288,28,4,Fantastic
16192,289,28,3,Good
16193,290,28,4,Excellent
16194,291,28,4,Could be better
16195,292,28,5,Bad
16196,293,28,1,Fantastic
16197,294,28,4,Bad
16198,295,28,5,Excellent
16199,296,28,2,Delicious
16200,297,28,5,Not bad
16201,298,28,2,Fantastic
16202,299,28,4,Fantastic
16203,300,28,5,Excellent
16204,301,28,5,Good
16205,302,28,2,Bad
16206,303,28,3,Poor
16207,304,28,2,Not bad
16208,305,28,2,Could be better
16209,306,28,2,Bad
16210,307,28,3,Delicious
16211,308,28,4,Bad
16212,309,28,2,Poor
16213,310,28,4,Good
16214,311,28,4,Excellent
16215,312,28,2,Average
16216,313,28,5,Average
16217,314,28,2,Excellent
16218,315,28,5,Poor
16219,316,28,4,Good
16220,317,28,5,Average
16221,318,28,3,Poor
16222,319,28,2,Nice
16223,320,28,3,Not bad
16224,321,28,2,Excellent
16225,322,28,4,Excellent
16226,323,28,4,Delicious
16227,324,28,2,Nice
16228,325,28,3,Excellent
16229,326,28,5,Good
16230,327,28,1,Excellent
16231,328,28,2,Delicious
16232,329,28,1,Delicious
16233,330,28,2,Good
16234,331,28,4,Average
16235,332,28,1,Bad
16236,333,28,4,Not bad
16237,334,28,1,Average
16238,335,28,3,Fantastic
16239,336,28,5,Delicious
16240,337,28,3,Good
16241,338,28,4,Poor
16242,339,28,4,Bad
16243,340,28,5,Not bad
16244,341,28,3,Fantastic
16245,342,28,5,Good
16246,343,28,2,Good
16247,344,28,3,Could be better
16248,345,28,3,Nice
16249,346,28,1,Could be better
16250,347,28,1,Fantastic
16251,348,28,2,Excellent
16252,349,28,3,Excellent
16253,350,28,3,Could be better
16254,351,28,5,Poor
16255,352,28,5,Fantastic
16256,353,28,1,Nice
16257,354,28,3,Good
16258,355,28,4,Good
16259,356,28,2,Not bad
16260,357,28,3,Delicious
16261,358,28,5,Not bad
16262,359,28,5,Could be better
16263,360,28,2,Bad
16264,361,28,1,Nice
16265,362,28,3,Not bad
16266,363,28,4,Delicious
16267,364,28,4,Could be better
16268,365,28,1,Average
16269,366,28,1,Fantastic
16270,367,28,2,Delicious
16271,368,28,4,Fantastic
16272,369,28,3,Fantastic
16273,370,28,5,Average
16274,371,28,2,Delicious
16275,372,28,1,Could be better
16276,373,28,5,Fantastic
16277,374,28,2,Good
16278,375,28,3,Bad
16279,376,28,3,Good
16280,377,28,1,Average
16281,378,28,5,Excellent
16282,379,28,3,Fantastic
16283,380,28,5,Nice
16284,381,28,2,Good
16285,382,28,2,Fantastic
16286,383,28,5,Bad
16287,384,28,1,Nice
16288,385,28,5,Nice
16289,386,28,1,Not bad
16290,387,28,4,Nice
16291,388,28,1,Excellent
16292,389,28,5,Nice
16293,390,28,5,Bad
16294,391,28,2,Could be better
16295,392,28,1,Fantastic
16296,393,28,5,Could be better
16297,394,28,1,Could be better
16298,395,28,2,Could be better
16299,396,28,4,Nice
16300,397,28,3,Average
16301,398,28,5,Good
16302,399,28,3,Not bad
16303,400,28,5,Poor
16304,401,28,1,Not bad
16305,402,28,3,Bad
16306,403,28,3,Average
16307,404,28,4,Nice
16308,405,28,1,Excellent
16309,406,28,2,Excellent
16310,407,28,2,Nice
16311,408,28,5,Poor
16312,409,28,2,Average
16313,410,28,2,Could be better
16314,411,28,1,Not bad
16315,412,28,3,Excellent
16316,413,28,2,Fantastic
16317,414,28,1,Nice
16318,415,28,2,Nice
16319,416,28,5,Excellent
16320,417,28,1,Not bad
16321,418,28,3,Delicious
16322,419,28,4,Average
16323,420,28,3,Not bad
16324,421,28,4,Delicious
16325,422,28,4,Average
16326,423,28,1,Nice
16327,424,28,5,Average
16328,425,28,1,Delicious
16329,426,28,1,Excellent
16330,427,28,5,Nice
16331,428,28,3,Delicious
16332,429,28,3,Average
16333,430,28,2,Excellent
16334,431,28,3,Nice
16335,432,28,5,Excellent
16336,433,28,1,Bad
16337,434,28,4,Delicious
16338,435,28,4,Bad
16339,436,28,2,Delicious
16340,437,28,4,Not bad
16341,438,28,4,Not bad
16342,439,28,1,Fantastic
16343,440,28,2,Delicious
16344,441,28,4,Bad
16345,442,28,5,Not bad
16346,443,28,2,Excellent
16347,444,28,1,Nice
16348,445,28,1,Not bad
16349,446,28,1,Average
16350,447,28,4,Average
16351,448,28,2,Average
16352,449,28,3,Fantastic
16353,450,28,5,Good
16354,451,28,4,Good
16355,452,28,3,Nice
16356,453,28,3,Fantastic
16357,454,28,1,Not bad
16358,455,28,1,Bad
16359,456,28,2,Not bad
16360,457,28,5,Average
16361,458,28,5,Poor
16362,459,28,5,Not bad
16363,460,28,2,Good
16364,461,28,5,Poor
16365,462,28,4,Excellent
16366,463,28,4,Delicious
16367,464,28,2,Average
16368,465,28,2,Fantastic
16369,466,28,4,Excellent
16370,467,28,2,Good
16371,468,28,1,Nice
16372,469,28,4,Average
16373,470,28,5,Nice
16374,471,28,4,Not bad
16375,472,28,4,Nice
16376,473,28,5,Average
16377,474,28,2,Fantastic
16378,475,28,3,Could be better
16379,476,28,1,Nice
16380,477,28,2,Fantastic
16381,478,28,3,Fantastic
16382,479,28,5,Not bad
16383,480,28,4,Delicious
16384,481,28,5,Excellent
16385,482,28,5,Poor
16386,483,28,1,Delicious
16387,484,28,2,Not bad
16388,485,28,4,Nice
16389,486,28,5,Could be better
16390,487,28,3,Good
16391,488,28,2,Could be better
16392,489,28,4,Not bad
16393,490,28,2,Not bad
16394,491,28,4,Excellent
16395,492,28,3,Nice
16396,493,28,5,Average
16397,494,28,3,Poor
16398,495,28,2,Not bad
16399,496,28,3,Not bad
16400,497,28,5,Excellent
16401,498,28,2,Poor
16402,499,28,1,Bad
16403,500,28,1,Bad
16404,501,28,3,Good
16405,502,28,1,Good
16406,503,28,2,Poor
16407,504,28,2,Average
16408,505,28,5,Nice
16409,506,28,1,Not bad
16410,507,28,2,Average
16411,508,28,1,Not bad
16412,509,28,4,Delicious
16413,510,28,2,Good
16414,511,28,1,Could be better
16415,512,28,3,Delicious
16416,513,28,1,Not bad
16417,514,28,5,Excellent
16418,515,28,3,Poor
16419,516,28,2,Excellent
16420,517,28,4,Could be better
16421,518,28,4,Poor
16422,519,28,5,Bad
16423,520,28,5,Fantastic
16424,521,28,5,Poor
16425,522,28,4,Nice
16426,523,28,2,Good
16427,524,28,4,Not bad
16428,525,28,5,Could be better
16429,526,28,1,Delicious
16430,527,28,3,Bad
16431,528,28,1,Bad
16432,529,28,2,Could be better
16433,530,28,2,Delicious
16434,531,28,5,Fantastic
16435,532,28,5,Bad
16436,533,28,5,Nice
16437,534,28,5,Fantastic
16438,535,28,4,Average
16439,536,28,1,Delicious
16440,537,28,5,Excellent
16441,538,28,4,Could be better
16442,539,28,3,Fantastic
16443,540,28,2,Nice
16444,541,28,5,Nice
16445,542,28,1,Bad
16446,543,28,4,Nice
16447,544,28,1,Nice
16448,545,28,4,Delicious
16449,546,28,5,Nice
16450,547,28,3,Average
16451,548,28,3,Poor
16452,549,28,4,Delicious
16453,550,28,1,Fantastic
16454,551,28,1,Could be better
16455,552,28,1,Not bad
16456,553,28,3,Could be better
16457,554,28,2,Fantastic
16458,555,28,5,Average
16459,556,28,2,Bad
16460,557,28,5,Nice
16461,558,28,5,Average
16462,559,28,1,Fantastic
16463,560,28,3,Fantastic
16464,561,28,5,Delicious
16465,562,28,1,Could be better
16466,563,28,4,Not bad
16467,564,28,2,Nice
16468,565,28,3,Nice
16469,566,28,5,Excellent
16470,567,28,5,Excellent
16471,568,28,1,Fantastic
16472,569,28,4,Could be better
16473,570,28,2,Nice
16474,571,28,1,Fantastic
16475,572,28,3,Nice
16476,573,28,4,Good
16477,574,28,3,Poor
16478,575,28,2,Not bad
16479,576,28,4,Good
16480,577,28,2,Nice
16481,578,28,2,Average
16482,579,28,4,Not bad
16483,580,28,4,Good
16484,581,28,4,Fantastic
16485,582,28,5,Not bad
16486,583,28,5,Nice
16487,584,28,5,Poor
16488,585,28,1,Not bad
16489,586,28,2,Not bad
16490,587,28,2,Poor
16491,588,28,2,Poor
16492,589,28,3,Delicious
16493,1,29,4,Good
16494,2,29,4,Good
16495,3,29,3,Excellent
16496,4,29,3,Could be better
16497,5,29,1,Poor
16498,6,29,4,Not bad
16499,7,29,2,Not bad
16500,8,29,3,Not bad
16501,9,29,1,Good
16502,10,29,3,Fantastic
16503,11,29,5,Not bad
16504,12,29,4,Nice
16505,13,29,3,Average
16506,14,29,3,Excellent
16507,15,29,5,Fantastic
16508,16,29,1,Delicious
16509,17,29,3,Good
16510,18,29,3,Not bad
16511,19,29,3,Bad
16512,20,29,4,Excellent
16513,21,29,4,Poor
16514,22,29,2,Good
16515,23,29,3,Not bad
16516,24,29,4,Fantastic
16517,25,29,5,Fantastic
16518,26,29,3,Bad
16519,27,29,4,Good
16520,28,29,5,Delicious
16521,29,29,2,Nice
16522,30,29,2,Good
16523,31,29,1,Nice
16524,32,29,5,Fantastic
16525,33,29,5,Could be better
16526,34,29,5,Nice
16527,35,29,4,Excellent
16528,36,29,5,Bad
16529,37,29,2,Not bad
16530,38,29,2,Could be better
16531,39,29,2,Could be better
16532,40,29,5,Could be better
16533,41,29,5,Good
16534,42,29,1,Average
16535,43,29,4,Good
16536,44,29,2,Excellent
16537,45,29,5,Could be better
16538,46,29,4,Poor
16539,47,29,1,Excellent
16540,48,29,5,Could be better
16541,49,29,5,Not bad
16542,50,29,4,Good
16543,51,29,2,Not bad
16544,52,29,3,Not bad
16545,53,29,3,Not bad
16546,54,29,5,Good
16547,55,29,3,Could be better
16548,56,29,1,Good
16549,57,29,1,Fantastic
16550,58,29,4,Average
16551,59,29,3,Could be better
16552,60,29,2,Poor
16553,61,29,4,Good
16554,62,29,3,Delicious
16555,63,29,1,Nice
16556,64,29,4,Nice
16557,65,29,5,Good
16558,66,29,3,Excellent
16559,67,29,2,Nice
16560,68,29,4,Could be better
16561,69,29,1,Could be better
16562,70,29,4,Bad
16563,71,29,3,Good
16564,72,29,4,Excellent
16565,73,29,5,Good
16566,74,29,1,Excellent
16567,75,29,5,Good
16568,76,29,4,Fantastic
16569,77,29,2,Poor
16570,78,29,5,Excellent
16571,79,29,1,Poor
16572,80,29,4,Average
16573,81,29,1,Excellent
16574,82,29,3,Delicious
16575,83,29,5,Nice
16576,84,29,4,Average
16577,85,29,2,Excellent
16578,86,29,5,Excellent
16579,87,29,3,Good
16580,88,29,1,Good
16581,89,29,2,Fantastic
16582,90,29,2,Not bad
16583,91,29,5,Could be better
16584,92,29,3,Bad
16585,93,29,2,Bad
16586,94,29,2,Nice
16587,95,29,1,Fantastic
16588,96,29,1,Good
16589,97,29,2,Nice
16590,98,29,1,Average
16591,99,29,1,Poor
16592,100,29,3,Average
16593,101,29,2,Fantastic
16594,102,29,2,Excellent
